year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2010,3,6,21,62,16,39,1016,SE,34.33173778929857,7,4
2010,3,7,16,250,3,23,1026,NW,2.2863505184794963,4,2
2010,3,8,22,205,28,-8,991,SE,20.112622251084915,8,2
2010,3,9,7,27,22,0,993,NW,15.084632225410166,4,5
2010,3,9,14,282,-25,30,1014,SW,46.066197035196474,4,3
2010,3,9,21,217,14,-7,1015,NW,40.280504877707706,2,7
2010,3,10,8,122,19,0,993,SW,10.46172638356883,4,0
2010,3,11,23,25,8,-8,1011,SW,12.188125010302691,6,2
2010,3,12,5,230,9,-6,1021,SW,31.65016547248821,9,2
2010,3,12,6,175,-24,-7,993,SE,8.96133218569733,6,5
2010,3,13,1,78,-9,17,1019,NW,9.198852733813489,0,0
2010,3,13,3,241,4,35,1020,NW,29.689697146053852,7,0
2010,3,13,8,174,-28,-6,1007,NE,15.670640549002258,9,7
2010,3,13,16,22,-8,36,1017,NW,42.85952467480905,7,6
2010,3,13,16,250,-14,35,1025,SE,26.29166026557185,2,2
2010,3,15,4,270,-1,11,1010,SW,22.28003777885287,1,6
2010,3,15,6,138,18,-5,990,SE,31.203998099517545,6,9
2010,3,15,18,95,-3,30,994,SW,16.133750060716462,1,2
2010,3,16,18,219,-26,27,997,NE,26.131258613824578,8,5
2010,3,17,20,58,-11,2,1023,SW,29.22146410492007,6,8
2010,3,17,21,58,-10,-2,1025,NE,28.374886439905104,9,1
2010,3,18,15,237,17,-4,1015,SE,12.051845881209644,0,6
2010,3,18,21,250,0,25,1017,SE,34.15496451506012,9,4
2010,3,19,7,92,-12,-1,1028,SE,27.331487766839025,4,7
2010,3,20,0,217,3,11,1005,SW,23.440690990694097,9,9
2010,3,20,0,201,18,28,991,SW,36.21476764667973,7,4
2010,3,21,5,83,-3,3,1003,SE,3.14289563547292,1,5
2010,3,21,6,215,0,-9,996,NE,40.464625717827346,5,4
2010,3,21,18,296,25,-5,997,NW,28.905836388329625,0,6
2010,3,22,2,136,-24,33,1000,NW,1.1774135356825033,7,3
2010,3,22,3,8,10,17,1022,NE,4.603012736285117,1,9
2010,3,24,9,168,8,29,1018,NW,33.860518009656545,7,5
2010,3,24,13,88,-19,17,991,NW,1.6546565872436525,7,0
2010,3,24,20,13,15,30,992,SW,27.680213612407513,2,8
2010,3,25,7,56,4,11,1028,NW,23.473230941157702,6,2
2010,3,25,21,115,10,37,996,SE,23.842834494250287,9,1
2010,3,26,8,275,17,30,990,SW,2.364451654246713,6,7
2010,3,26,11,253,1,3,1002,NE,9.772081033702158,1,5
2010,3,26,21,258,24,4,1002,NW,45.65873922365395,4,3
2010,3,27,5,151,-22,15,1011,NE,27.23481482237932,9,3
2010,3,27,12,21,8,-9,997,NE,44.05991300280116,8,0
2010,3,27,16,189,14,12,1008,NE,1.6994208379687736,8,8
2010,3,27,22,20,13,32,1011,NW,20.43246576946357,0,1
2010,3,30,2,106,-30,29,1015,NW,34.236760275614984,6,4
2010,3,30,7,261,-29,23,1024,NW,40.76464352779381,0,4
2010,4,1,0,218,-2,4,1018,SE,41.618338393501496,1,4
2010,4,1,1,96,0,8,997,NE,13.285971451459,5,4
2010,4,1,21,191,-3,9,1018,SW,9.2317132464942,1,5
2010,4,2,18,41,-14,34,1024,NE,19.53981054608208,3,9
2010,4,3,2,37,1,39,1027,SE,43.37238015963409,9,5
2010,4,3,10,282,-9,27,1029,SW,29.25632228803175,9,4
2010,4,4,13,209,19,37,1016,SE,6.741104307823526,9,2
2010,4,4,14,74,14,-4,1020,NE,34.44751943192031,2,6
2010,4,7,2,247,-2,-9,1000,SW,22.737842506963023,4,5
2010,4,7,11,213,7,16,1011,SE,4.0435834212917685,0,0
2010,4,9,11,83,-12,25,1012,NW,4.695773536845083,9,8
2010,4,9,15,115,-9,37,1027,SW,13.061363345608196,3,4
2010,4,9,15,170,9,-9,1013,SE,41.63549335024794,4,6
2010,4,11,23,104,-18,6,1006,NW,32.55440886891694,7,6
2010,4,12,2,124,-1,36,990,NE,2.171501217985994,9,2
2010,4,12,4,225,20,34,1019,NE,1.61470179603595,2,5
2010,4,12,11,134,-4,10,1021,SE,3.551891373963678,0,7
2010,4,12,11,156,-23,13,991,SE,36.40054225138189,2,0
2010,4,12,23,57,27,18,1000,NW,32.731595762691654,9,5
2010,4,14,10,188,10,12,993,SE,34.977060245104575,9,8
2010,4,15,18,204,-25,24,997,NW,31.793407644353973,4,6
2010,4,15,18,203,-16,-5,1007,NE,11.812094437388993,5,3
2010,4,15,23,250,-12,22,999,NW,22.99798097465729,3,6
2010,4,15,23,8,-27,35,996,NW,8.44327087354615,4,1
2010,4,16,0,145,-19,-8,1012,NE,7.652827241156901,4,3
2010,4,16,12,215,27,-9,1012,NE,7.326267064470154,9,1
2010,4,16,15,77,23,-4,1020,NW,10.46781870132002,0,1
2010,4,17,7,195,2,-9,999,SW,13.376642419230661,6,7
2010,4,17,8,228,1,11,1024,SW,20.76714123300787,5,6
2010,4,17,20,31,-26,10,1024,NE,45.37065488793689,8,6
2010,4,18,11,194,13,33,992,NE,31.07054204172035,8,8
2010,4,18,16,146,-17,20,994,SE,39.338155437018784,0,7
2010,4,19,3,161,25,-1,1003,SW,8.436090827029258,1,0
2010,4,20,23,100,16,1,1012,NW,35.12425558137347,6,0
2010,4,21,4,109,-4,21,997,NE,44.40419705970713,4,1
2010,4,21,23,155,-21,-6,1026,SE,40.47318261415172,7,8
2010,4,22,15,229,-15,-9,1019,SE,12.363987380539992,6,9
2010,4,23,5,285,29,32,1000,NE,39.29677422052084,7,3
2010,4,23,11,188,26,-5,1024,SW,31.479781455043014,6,0
2010,4,24,3,25,14,25,1016,NE,45.10495595758432,6,8
2010,4,24,3,157,6,39,1013,SW,24.601316331153228,6,6
2010,4,24,5,57,26,19,1010,NW,48.42828500171675,9,1
2010,4,24,11,213,-29,39,1009,NW,34.52948375601739,7,3
2010,4,24,15,48,-2,35,1004,NW,44.46211267919014,7,4
2010,4,24,20,285,11,-9,991,SW,12.762101805446486,1,5
2010,4,26,17,261,21,36,1027,SE,11.448574391901756,2,1
2010,4,26,21,180,1,-4,1023,SW,25.772465089014347,2,5
2010,4,26,23,155,-10,-10,1026,NW,8.462669440628185,7,7
2010,4,27,1,117,-3,23,1005,NW,43.927996063223574,6,3
2010,4,27,10,280,-27,24,990,NE,27.482826023953134,6,9
2010,4,27,12,118,6,12,1020,NE,22.112838323744548,8,2
2010,4,27,12,5,26,26,1003,NE,27.95441183321466,9,5
2010,4,27,12,291,7,-6,1029,SW,36.924844855740446,6,7
2010,4,28,0,83,7,-2,1000,NE,36.31275111696098,7,3
2010,4,28,6,186,-17,29,1002,NW,47.94651031612884,7,9
2010,4,29,16,186,27,34,995,SE,44.23821970187121,1,0
2010,4,30,5,243,-3,35,1008,SW,24.93842015213214,7,2
2010,5,2,1,141,-23,21,1006,NW,13.604517576939584,5,1
2010,5,5,2,226,16,19,1027,SW,48.58700633014835,0,3
2010,5,5,6,187,27,37,1008,SW,21.902520918743395,3,6
2010,5,5,20,211,17,28,998,NW,12.564408574011098,5,3
2010,5,6,0,55,6,-7,999,NW,13.525977793043447,9,8
2010,5,6,16,166,-18,35,1008,SW,46.79257663980109,8,7
2010,5,7,17,59,10,16,1021,NW,36.72766452208283,3,1
2010,5,7,20,290,-14,13,1005,NW,40.9748092795703,9,1
2010,5,7,20,239,-13,6,991,SE,45.476865649585285,7,7
2010,5,9,10,293,-4,10,1025,SW,9.901697509324341,9,8
2010,5,9,15,72,1,-1,1020,SW,49.61760288762594,5,8
2010,5,9,22,42,29,17,997,SE,36.226245885950966,7,7
2010,5,10,5,176,-4,-7,1016,NW,46.89048486196752,4,7
2010,5,10,17,162,-8,-7,993,SW,21.861872154983814,9,3
2010,5,10,18,80,20,-10,1012,SE,32.600990537872164,3,2
2010,5,10,18,35,20,-2,1005,SE,11.291053824977283,0,7
2010,5,11,21,14,0,7,1015,NW,48.086728234635565,0,7
2010,5,12,4,95,1,39,997,NE,38.451143723912566,4,5
2010,5,12,21,105,-30,30,1023,SW,30.982430506588244,8,5
2010,5,13,3,44,12,4,1020,NW,16.2735021619921,4,3
2010,5,13,3,276,-6,14,992,NE,37.96738511115669,8,8
2010,5,13,12,239,4,4,1012,SE,31.633734954273624,8,0
2010,5,14,11,247,28,19,1012,NW,3.650915219856471,1,6
2010,5,14,15,29,5,5,1029,SE,23.1051511237017,1,7
2010,5,14,16,63,29,-5,997,SE,40.05466296705946,8,1
2010,5,14,16,90,12,-2,1005,SW,13.732850016397574,3,6
2010,5,15,6,108,26,30,1002,SW,4.98221357759216,3,0
2010,5,16,3,275,21,-7,1025,NW,35.41887895798864,7,0
2010,5,17,0,248,-20,6,997,NE,16.40327138181271,8,9
2010,5,17,1,42,-16,17,1027,SW,33.60976828291239,9,8
2010,5,17,10,191,9,15,997,SW,46.67200149949024,4,8
2010,5,17,14,258,13,36,1013,NE,5.0313813630860516,5,9
2010,5,18,0,272,4,21,1029,SE,16.734397626819813,1,6
2010,5,19,15,57,0,9,1012,SE,21.700019512019185,0,9
2010,5,19,17,37,14,-7,1005,NW,30.726132639001452,6,1
2010,5,20,0,206,-9,28,998,SW,7.506800660820828,0,9
2010,5,20,11,236,-26,-7,1004,NE,18.242449378115722,6,4
2010,5,20,15,53,-17,13,1017,NW,1.6065100323728487,6,7
2010,5,20,21,61,-16,31,991,NW,33.363508244526265,2,0
2010,5,21,0,113,-23,-4,1016,NE,32.74195049335507,4,5
2010,5,21,14,202,-3,39,1026,NE,1.0004282585315827,8,1
2010,5,21,22,45,-21,-1,1004,SW,46.686811933377584,5,5
2010,5,22,17,133,-15,4,990,NE,18.971844963386093,6,7
2010,5,22,23,137,-11,5,996,SE,37.30240434452778,6,1
2010,5,24,10,56,1,26,1016,NE,43.89200904617186,8,2
2010,5,25,14,207,-24,25,1023,NE,30.81911735915289,6,6
2010,5,25,17,116,18,18,1005,SE,38.64497914694407,3,2
2010,5,26,7,222,15,10,1002,NW,0.767434062445721,0,3
2010,5,26,19,11,-29,30,1023,SE,47.387199723098625,3,8
2010,5,27,15,218,17,23,1005,SE,25.20394191687045,4,2
2010,5,28,0,108,17,-10,1014,NW,20.760010736814323,9,8
2010,5,28,1,10,12,37,1006,NW,16.488400858541336,3,7
2010,5,30,8,24,27,0,990,SW,3.590946332601175,9,3
2010,5,30,18,268,27,23,1018,SW,47.548970640569735,6,1
2010,5,31,0,9,21,12,1017,SE,43.65202949088452,6,8
2010,5,31,19,210,19,10,999,SE,31.819873492798223,3,6
2010,6,1,3,236,-21,7,998,SW,36.612875637253396,6,6
2010,6,2,0,38,29,38,1028,SW,45.45102432995681,4,2
2010,6,2,10,203,-2,10,1027,SW,3.1971531851582355,6,1
2010,6,2,11,95,-5,14,1009,SE,10.124613262616384,6,5
2010,6,3,17,214,-10,21,1009,NE,10.120983463032163,8,8
2010,6,3,18,267,-9,30,1004,SE,49.83997605595889,6,1
2010,6,3,23,146,8,6,1015,SE,17.46502212180904,7,4
2010,6,4,11,34,-3,8,1018,NE,45.69046440870264,3,9
2010,6,5,0,172,-15,3,1006,NE,4.734951746011862,2,8
2010,6,5,1,263,0,-8,1024,NE,42.92842679704694,5,5
2010,6,5,17,112,-14,5,1021,NE,23.068969822224155,0,1
2010,6,5,23,20,-13,23,1023,SW,19.87188422800713,7,2
2010,6,6,18,292,22,33,1017,NW,2.1123054793906637,2,4
2010,6,6,21,273,19,15,997,NW,39.29864711479486,0,9
2010,6,7,3,10,-5,29,1019,SE,5.855812873642163,0,3
2010,6,7,20,256,-6,26,1012,SW,29.121183221506,7,5
2010,6,8,1,165,29,14,1004,NE,35.85065568855539,0,5
2010,6,8,2,270,-16,31,1000,SW,5.588705295810165,4,2
2010,6,9,12,19,14,14,1012,NE,15.341225949662702,4,0
2010,6,9,16,67,-28,-7,1020,SE,41.82145272742396,2,5
2010,6,9,18,133,0,2,995,SW,0.2032964973832041,4,0
2010,6,10,23,172,16,10,1015,NE,49.33293615103621,1,6
2010,6,11,12,169,-11,8,1025,SW,22.275747437460858,6,0
2010,6,12,11,114,-19,37,1025,NE,26.059963970582917,5,3
2010,6,12,11,83,12,33,1004,NW,8.734075012751525,5,1
2010,6,13,4,93,-19,25,999,NE,42.311623589430795,5,1
2010,6,13,5,81,-24,3,1024,NE,48.83517270004176,3,1
2010,6,13,14,136,16,-4,1011,SW,20.276327671053135,0,4
2010,6,14,6,35,-15,37,1013,NW,8.12073877788499,7,6
2010,6,14,8,188,-3,0,1011,NE,23.308828576030926,2,8
2010,6,14,15,126,-11,-9,1018,SE,41.66419831994845,9,6
2010,6,14,22,228,-23,32,1001,NW,25.888010170170155,0,3
2010,6,15,0,61,-14,4,1004,SE,29.560038032101744,4,3
2010,6,16,4,27,9,2,1025,SW,41.0343080755989,4,9
2010,6,16,9,280,1,33,1018,SE,4.158517587764382,7,3
2010,6,17,9,38,27,38,1006,NE,3.0120248428585183,3,6
2010,6,17,13,54,6,14,1021,SW,19.244302116843983,7,7
2010,6,18,1,181,12,39,1013,NW,37.99923621971179,0,0
2010,6,19,2,157,-26,29,1020,SW,35.1672497972573,0,5
2010,6,19,11,208,25,30,1012,NW,45.652960694182084,0,2
2010,6,20,10,191,-22,23,992,SE,34.66615295922475,5,0
2010,6,20,21,280,22,10,990,SE,21.72015213182883,4,7
2010,6,20,22,11,5,28,998,NW,40.28417403259251,6,9
2010,6,21,6,290,-22,14,1022,NW,12.963684128370323,3,8
2010,6,22,11,179,-22,3,1022,SW,19.853463091401775,4,8
2010,6,23,4,285,17,31,1023,NE,40.29457017804777,0,4
2010,6,24,0,258,0,39,993,SW,38.482315467427036,5,9
2010,6,25,1,78,0,25,1018,SE,24.811220726123207,7,3
2010,6,25,14,246,-18,7,1004,NE,25.36287754040149,2,3
2010,6,26,0,13,-2,16,1008,NW,33.69461806914722,8,9
2010,6,26,3,132,3,15,1005,SE,11.332151390580108,0,9
2010,6,26,5,212,-6,-4,1023,SW,9.849872810396931,5,4
2010,6,27,10,57,-28,39,1000,SE,33.8174190760325,2,9
2010,6,27,19,34,27,29,993,NW,20.095321203641532,7,0
2010,6,28,0,95,7,34,1010,NW,23.925865063374737,3,2
2010,6,28,7,272,-29,31,993,NE,39.60525913298053,3,1
2010,6,28,17,282,19,0,1024,NW,5.292516843498923,3,0
2010,6,29,14,287,9,25,1004,SW,30.309539568886606,3,9
2010,6,29,18,205,10,39,1003,SW,46.38228891036273,4,4
2010,6,29,18,292,19,23,1028,SE,12.2052815148132,8,6
2010,6,30,7,45,-7,24,995,SE,4.10089522245089,9,4
2010,6,30,23,216,1,35,1029,SW,21.370581960366593,5,3
2010,6,30,23,105,10,30,1008,SW,30.314550502951228,8,2
2010,7,1,7,284,21,15,993,NE,42.3420779050217,6,4
2010,7,1,22,248,26,7,999,NW,7.471234562471535,9,1
2010,7,2,1,88,13,-9,1001,NW,17.465854916238797,5,5
2010,7,2,20,200,-9,38,1006,NE,18.677167230365466,6,4
2010,7,2,23,117,-8,-10,1019,SW,47.67712180886255,8,5
2010,7,3,8,6,24,9,993,NE,13.09569787762863,4,1
2010,7,4,7,296,27,18,999,SE,12.917880755920397,0,4
2010,7,4,10,46,-10,4,1020,SW,48.346329291658094,9,1
2010,7,4,10,183,4,5,1002,SE,8.000351808069839,1,3
2010,7,4,17,134,6,9,997,NW,24.08247386155781,7,2
2010,7,5,9,85,-23,22,1024,NW,35.5171716489596,6,5
2010,7,5,22,178,14,14,1001,NW,26.327583144878147,5,4
2010,7,7,3,39,-24,17,1021,NE,15.080195408723945,6,0
2010,7,7,19,162,-24,11,996,SW,21.807513325961803,6,4
2010,7,8,0,178,-19,23,994,SE,48.70774845162782,4,2
2010,7,8,14,108,14,13,1021,NE,13.371568152108315,6,5
2010,7,9,6,102,-5,-6,1011,NE,38.19848983833624,7,1
2010,7,11,7,250,12,7,1024,SE,13.50569034889676,3,8
2010,7,11,10,165,-1,19,1028,NE,8.24331893382652,8,7
2010,7,13,14,67,-30,-8,1026,SE,30.280513278650943,6,9
2010,7,14,2,142,-27,-3,1002,SW,23.50255814861319,0,6
2010,7,14,12,177,-19,-6,1002,SE,0.9723718739059917,9,9
2010,7,14,18,99,-10,28,999,SW,7.114879664466661,2,6
2010,7,14,22,141,18,-5,994,SW,13.381093772832282,4,0
2010,7,15,14,213,-25,13,1009,NE,20.04202351961421,9,8
2010,7,16,7,278,15,37,998,NE,49.27251820045119,6,6
2010,7,16,22,217,21,13,1014,SE,1.208762264046681,5,0
2010,7,17,6,190,-16,-9,1012,SW,12.107841504900518,1,1
2010,7,18,15,287,14,38,1026,NW,4.587973831485992,5,6
2010,7,18,16,22,0,22,992,SW,24.68943422727555,0,9
2010,7,19,8,219,14,5,1013,NW,5.085421227129655,0,1
2010,7,19,18,220,-25,-1,997,NE,30.242336365483286,7,5
2010,7,21,7,64,29,-8,1002,NE,15.327753431297985,8,6
2010,7,21,9,165,18,-6,1021,SE,44.47849255728335,5,1
2010,7,21,13,282,-24,2,1009,SE,8.458050080841367,7,0
2010,7,22,11,153,-15,31,996,NE,34.80712969164677,3,8
2010,7,22,18,113,-23,39,1019,SE,7.699354555087778,0,4
2010,7,22,20,46,9,31,1008,NW,29.719004218139766,0,9
2010,7,23,19,198,-7,29,1004,NW,38.85556131740084,0,4
2010,7,23,22,244,21,25,1001,NW,19.03842906976333,4,6
2010,7,23,23,181,-24,12,1007,NW,22.96882284219363,1,5
2010,7,24,22,281,-17,17,1011,SW,8.269757898714348,8,8
2010,7,24,23,174,-13,10,1020,SW,11.624397677803644,5,1
2010,7,25,6,265,-7,35,1011,SW,11.676498118381605,5,6
2010,7,25,12,255,-22,-8,1019,SW,19.30612538255036,8,7
2010,7,25,13,97,-20,-1,996,SW,12.902540237394566,4,3
2010,7,27,5,46,-27,18,1022,NW,48.36330331815542,4,1
2010,7,27,19,34,26,31,993,NE,47.36690226991564,3,7
2010,7,27,21,216,1,9,997,NW,17.04280054073422,0,0
2010,7,28,3,10,-10,28,1004,SE,11.167950495225549,2,8
2010,7,28,12,117,-16,-10,1025,NW,31.535581865428007,7,6
2010,7,28,16,70,-21,37,1012,NE,36.65732339621245,1,6
2010,7,29,12,34,-18,3,1003,NW,34.58817748419399,0,8
2010,7,29,14,37,-30,0,1027,SE,20.9060445937437,5,2
2010,7,29,15,48,5,2,995,SW,27.385383819859943,7,4
2010,7,29,18,7,8,1,1026,SE,32.681807754188554,1,4
2010,7,29,22,28,20,0,1013,NW,10.135269562760863,6,3
2010,7,30,5,137,14,28,1009,NE,20.047777979713167,5,5
2010,7,31,6,293,-11,14,1029,NE,26.59114128240147,2,8
2010,7,31,11,294,-23,-4,1002,SW,2.954778285557824,7,7
2010,7,31,11,60,-14,0,1025,SE,22.212873721687664,0,1
2010,8,3,4,19,28,-8,1000,SE,22.25227888224623,8,9
2010,8,3,22,136,-26,8,1023,SW,31.753845181359626,7,7
2010,8,4,9,224,5,31,990,NE,26.80356619355009,2,2
2010,8,4,23,46,25,36,1026,NE,42.16778878085749,6,1
2010,8,5,0,119,10,4,993,SE,48.309777725572864,5,8
2010,8,5,4,294,-14,19,1002,SW,29.216398747360227,3,3
2010,8,5,6,242,-15,1,990,NW,19.808295921463582,3,2
2010,8,6,0,93,13,30,1025,SE,31.11041048189137,9,1
2010,8,6,3,163,-20,39,1026,SE,14.602981625083899,5,4
2010,8,7,2,146,3,19,1024,SE,15.301735215049023,2,8
2010,8,7,7,15,27,-4,1012,SE,26.64991409458302,0,5
2010,8,7,10,108,16,16,1006,SE,16.649291134872986,6,1
2010,8,8,23,221,-23,32,1025,SW,20.21541079641695,1,3
2010,8,9,6,22,-7,20,998,NW,7.764403123744307,5,6
2010,8,10,6,182,-4,8,1007,SE,1.7937782587045037,0,4
2010,8,11,1,189,-4,-8,1025,NE,22.749548949136734,5,7
2010,8,11,9,130,-14,26,1000,SE,25.001292084522596,5,8
2010,8,11,11,145,-23,-1,1027,SE,9.166652344796377,3,2
2010,8,11,22,273,11,26,994,NW,3.260885272579217,1,5
2010,8,12,0,272,12,21,1028,NW,42.851118750460714,5,7
2010,8,12,3,100,18,17,1025,SW,46.93502218446922,1,5
2010,8,12,6,143,-13,29,1026,NE,31.314326725213594,6,8
2010,8,13,15,134,-7,34,998,SE,35.476034550191464,9,1
2010,8,13,20,54,-15,1,1007,NE,18.061354129887114,0,4
2010,8,14,3,270,17,0,1020,NE,17.77870731174957,5,5
2010,8,14,15,56,-11,27,1022,SE,40.650565362348274,5,9
2010,8,14,22,161,23,-4,996,SW,37.26386351153121,4,9
