No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
78,2011,1,4,5,64,-16,-11,1028,NW,7.6,0,0
79,2011,1,4,6,67,-15,-10,1028,NW,9.39,0,0
80,2011,1,4,7,67,-15,-11,1028,cv,0.89,0,0
81,2011,1,4,8,59,-16,-11,1028,NW,1.79,0,0
82,2011,1,4,9,74,-14,-9,1028,NE,1.79,0,0
83,2011,1,4,10,89,-13,-5,1028,cv,0.89,0,0
84,2011,1,4,11,96,-14,-4,1028,cv,1.78,0,0
85,2011,1,4,12,96,-14,-2,1027,cv,2.67,0,0
86,2011,1,4,13,85,-14,0,1026,cv,3.56,0,0
87,2011,1,4,14,84,-14,2,1025,NW,3.13,0,0
88,2011,1,4,15,90,-15,2,1024,NW,8.94,0,0
89,2011,1,4,16,61,-16,2,1024,NW,13.86,0,0
90,2011,1,4,17,65,-17,0,1025,NW,21.01,0,0
91,2011,1,4,18,73,-15,0,1026,NW,29.06,0,0
92,2011,1,4,19,68,-16,0,1027,NW,36.21,0,0
93,2011,1,4,20,58,-17,-2,1027,NW,43.36,0,0
94,2011,1,4,21,53,-17,-2,1028,NW,51.41,0,0
95,2011,1,4,22,46,-18,-3,1028,NW,58.56,0,0
96,2011,1,4,23,38,-18,-4,1029,NW,66.61,0,0
97,2011,1,5,0,28,-19,-5,1029,NW,75.55,0,0
98,2011,1,5,1,31,-19,-5,1029,NW,85.38,0,0
99,2011,1,5,2,24,-20,-6,1029,NW,95.21,0,0
100,2011,1,5,3,21,-20,-7,1030,NW,104.15,0,0
101,2011,1,5,4,27,-20,-7,1030,NW,113.09,0,0
102,2011,1,5,5,23,-21,-7,1030,NW,122.92,0,0
103,2011,1,5,6,24,-21,-8,1030,NW,130.07,0,0
104,2011,1,5,7,21,-21,-8,1031,NW,137.22,0,0
105,2011,1,5,8,19,-22,-7,1032,NW,146.16,0,0
106,2011,1,5,9,21,-21,-7,1032,NW,155.1,0,0
107,2011,1,5,10,19,-21,-6,1032,NW,164.04,0,0
108,2011,1,5,11,21,-21,-4,1032,NW,172.98,0,0
109,2011,1,5,12,18,-21,-4,1031,NW,182.81,0,0
110,2011,1,5,13,19,-21,-3,1031,NW,191.75,0,0
111,2011,1,5,14,16,-20,-2,1030,NW,199.8,0,0
112,2011,1,5,15,18,-20,-2,1031,NW,208.74,0,0
113,2011,1,5,16,18,-20,-2,1031,NW,218.57,0,0
114,2011,1,5,17,16,-19,-3,1032,NW,227.51,0,0
115,2011,1,5,18,10,-19,-4,1032,NW,235.56,0,0
116,2011,1,5,19,16,-19,-4,1033,NW,243.61,0,0
117,2011,1,5,20,17,-19,-5,1035,NW,252.55,0,0
118,2011,1,5,21,17,-19,-5,1035,NW,259.7,0,0
119,2011,1,5,22,30,-19,-5,1036,NW,266.85,0,0
120,2011,1,5,23,12,-19,-5,1037,NW,274.9,0,0
121,2011,1,6,0,13,-19,-6,1037,NW,282.95,0,0
122,2011,1,6,1,17,-20,-7,1037,NW,288.76,0,0
123,2011,1,6,2,10,-20,-7,1038,NW,294.57,0,0
124,2011,1,6,3,12,-20,-7,1038,NW,302.62,0,0
125,2011,1,6,4,13,-20,-8,1038,NW,307.54,0,0
126,2011,1,6,5,13,-20,-8,1038,NW,312.46,0,0
127,2011,1,6,6,9,-20,-8,1039,NW,317.38,0,0
128,2011,1,6,7,6,-21,-9,1039,NW,321.4,0,0
129,2011,1,6,8,9,-20,-9,1040,NW,325.42,0,0
130,2011,1,6,9,14,-20,-6,1041,NW,332.57,0,0
131,2011,1,6,10,14,-20,-5,1041,NW,341.51,0,0
132,2011,1,6,11,13,-19,-4,1040,NW,350.45,0,0
133,2011,1,6,12,18,-19,-2,1039,NW,359.39,0,0
134,2011,1,6,13,15,-19,-2,1038,NW,368.33,0,0
135,2011,1,6,14,18,-19,-1,1037,NW,377.27,0,0
136,2011,1,6,15,13,-18,-1,1037,NW,385.32,0,0
137,2011,1,6,16,13,-18,-2,1037,NW,392.47,0,0
138,2011,1,6,17,20,-18,-1,1036,NW,399.62,0,0
139,2011,1,6,18,21,-18,-2,1037,NW,406.77,0,0
140,2011,1,6,19,22,-18,-3,1037,NW,412.58,0,0
141,2011,1,6,20,27,-18,-4,1037,NW,417.5,0,0
142,2011,1,6,21,21,-19,-6,1037,NW,422.42,0,0
143,2011,1,6,22,28,-19,-6,1038,NW,425.55,0,0
144,2011,1,6,23,22,-19,-7,1038,NW,429.57,0,0
145,2011,1,7,0,18,-18,-6,1037,NW,432.7,0,0
146,2011,1,7,1,17,-18,-7,1037,NW,437.62,0,0
147,2011,1,7,2,16,-19,-7,1036,NW,441.64,0,0
148,2011,1,7,3,27,-19,-10,1036,NW,445.66,0,0
149,2011,1,7,4,17,-19,-8,1035,NE,4.02,0,0
150,2011,1,7,5,13,-19,-11,1035,NW,4.02,0,0
151,2011,1,7,6,23,-19,-11,1035,NW,7.15,0,0
152,2011,1,7,7,27,-19,-11,1035,NW,10.28,0,0
153,2011,1,7,8,44,-19,-8,1035,NW,13.41,0,0
154,2011,1,7,9,24,-18,-5,1034,NW,17.43,0,0
155,2011,1,7,10,32,-18,-4,1034,NW,22.35,0,0
156,2011,1,7,11,40,-18,-3,1033,NW,25.48,0,0
157,2011,1,7,12,43,-18,-2,1032,NW,27.27,0,0
158,2011,1,7,13,51,-17,-1,1030,cv,0.89,0,0
159,2011,1,7,14,48,-18,1,1028,cv,2.68,0,0
160,2011,1,7,15,56,-18,1,1027,SE,1.79,0,0
161,2011,1,7,16,56,-18,0,1026,SE,4.92,0,0
162,2011,1,7,17,54,-17,-1,1026,SE,8.05,0,0
163,2011,1,7,18,69,-17,-1,1026,SE,12.07,0,0
164,2011,1,7,19,79,-17,-2,1025,SE,15.2,0,0
165,2011,1,7,20,79,-16,-2,1025,SE,18.33,0,0
166,2011,1,7,21,92,-17,-4,1025,SE,19.22,0,0
167,2011,1,7,22,86,-16,-4,1025,cv,0.89,0,0
168,2011,1,7,23,109,-16,-7,1025,cv,1.78,0,0
169,2011,1,8,0,120,-14,-7,1025,SE,0.89,0,0
170,2011,1,8,1,126,-15,-6,1024,SE,2.68,0,0
171,2011,1,8,2,156,-15,-8,1024,cv,0.89,0,0
172,2011,1,8,3,156,-15,-7,1024,NW,0.89,0,0
173,2011,1,8,4,173,-15,-7,1024,NW,2.68,0,0
174,2011,1,8,5,181,-15,-6,1024,NW,5.81,0,0
175,2011,1,8,6,118,-15,-5,1025,NW,8.94,0,0
176,2011,1,8,7,79,-16,-5,1025,NW,13.86,0,0
177,2011,1,8,8,25,-14,-3,1026,NW,18.78,0,0
178,2011,1,8,9,19,-16,-3,1027,NW,25.93,0,0
179,2011,1,8,10,16,-17,-3,1028,NW,34.87,0,0
180,2011,1,8,11,21,-17,-2,1028,NW,46.05,0,0
181,2011,1,8,12,20,-17,-1,1027,NW,54.99,0,0
182,2011,1,8,13,23,-17,-1,1027,NW,63.93,0,0
183,2011,1,8,14,26,-17,-1,1028,NW,73.76,0,0
184,2011,1,8,15,17,-18,-1,1028,NW,83.59,0,0
185,2011,1,8,16,NA,-18,-1,1029,NW,93.42,0,0
186,2011,1,8,17,NA,-18,-2,1030,NW,101.47,0,0
187,2011,1,8,18,NA,-19,-2,1031,NW,111.3,0,0
188,2011,1,8,19,NA,-20,-2,1032,NW,121.13,0,0
189,2011,1,8,20,NA,-20,-3,1033,NW,138.12,0,0
190,2011,1,8,21,NA,-21,-5,1034,NW,151.08,0,0
191,2011,1,8,22,NA,-22,-6,1035,NW,160.91,0,0
192,2011,1,8,23,NA,-22,-6,1036,NW,172.98,0,0
193,2011,1,9,0,NA,-22,-6,1037,NW,184.16,0,0
194,2011,1,9,1,NA,-22,-7,1037,NW,197.12,0,0
195,2011,1,9,2,NA,-23,-7,1037,NW,209.19,0,0
196,2011,1,9,3,NA,-23,-7,1037,NW,220.37,0,0
197,2011,1,9,4,NA,-24,-8,1037,NW,230.2,0,0
198,2011,1,9,5,NA,-24,-8,1038,NW,242.27,0,0
199,2011,1,9,6,NA,-23,-9,1038,NW,250.32,0,0
200,2011,1,9,7,NA,-23,-9,1039,NW,256.13,0,0
201,2011,1,9,8,NA,-22,-8,1039,NW,260.15,0,0
202,2011,1,9,9,NA,-22,-7,1040,NW,268.2,0,0
203,2011,1,9,10,NA,-23,-6,1039,NW,277.14,0,0
204,2011,1,9,11,NA,-23,-4,1039,NW,286.08,0,0
205,2011,1,9,12,NA,-22,-4,1038,NW,295.02,0,0
206,2011,1,9,13,NA,-22,-3,1037,NW,303.96,0,0
207,2011,1,9,14,NA,-22,-3,1036,NW,312.9,0,0
208,2011,1,9,15,NA,-22,-3,1035,NW,320.95,0,0
209,2011,1,9,16,NA,-22,-3,1035,NW,328.1,0,0
210,2011,1,9,17,NA,-21,-3,1035,NW,335.25,0,0
211,2011,1,9,18,NA,-22,-4,1035,NW,341.06,0,0
212,2011,1,9,19,NA,-22,-4,1035,NW,345.98,0,0
213,2011,1,9,20,NA,-22,-5,1035,NW,350.9,0,0
214,2011,1,9,21,NA,-22,-5,1035,NW,354.92,0,0
215,2011,1,9,22,NA,-22,-6,1035,NW,358.05,0,0
216,2011,1,9,23,NA,-22,-6,1035,NW,362.07,0,0
217,2011,1,10,0,NA,-21,-5,1034,NW,369.22,0,0
218,2011,1,10,1,NA,-21,-6,1034,NW,376.37,0,0
219,2011,1,10,2,NA,-21,-6,1034,NW,382.18,0,0
220,2011,1,10,3,NA,-21,-6,1033,NW,391.12,0,0
221,2011,1,10,4,NA,-21,-6,1033,NW,398.27,0,0
222,2011,1,10,5,NA,-21,-7,1032,NW,403.19,0,0
223,2011,1,10,6,NA,-22,-10,1032,cv,0.89,0,0
224,2011,1,10,7,NA,-22,-10,1032,NE,3.13,0,0
225,2011,1,10,8,NA,-22,-10,1032,NW,4.02,0,0
226,2011,1,10,9,NA,-21,-7,1031,NW,8.04,0,0
227,2011,1,10,10,NA,-21,-5,1030,NE,4.92,0,0
228,2011,1,10,11,NA,-20,-4,1029,NW,4.92,0,0
229,2011,1,10,12,NA,-20,-2,1028,NW,8.05,0,0
230,2011,1,10,13,NA,-20,0,1026,NW,13.86,0,0
231,2011,1,10,14,NA,-23,0,1025,NW,21.01,0,0
232,2011,1,10,15,NA,-23,0,1025,NW,28.16,0,0
233,2011,1,10,16,43,-22,0,1024,NW,33.08,0,0
234,2011,1,10,17,50,-20,-1,1024,cv,4.02,0,0
235,2011,1,10,18,70,-20,-3,1024,SE,3.13,0,0
236,2011,1,10,19,69,-19,-4,1023,SE,6.26,0,0
237,2011,1,10,20,88,-19,-3,1023,SE,11.18,0,0
238,2011,1,10,21,106,-20,-3,1022,SE,15.2,0,0
239,2011,1,10,22,115,-20,-4,1022,SE,18.33,0,0
240,2011,1,10,23,100,-20,-6,1022,cv,0.89,0,0
241,2011,1,11,0,105,-19,-7,1021,cv,1.78,0,0
242,2011,1,11,1,76,-19,-2,1021,NW,4.92,0,0
243,2011,1,11,2,33,-19,-5,1021,NW,6.71,0,0
244,2011,1,11,3,29,-19,-7,1021,NW,8.5,0,0
245,2011,1,11,4,26,-19,-6,1021,cv,1.79,0,0
246,2011,1,11,5,19,-19,-4,1021,NW,8.05,0,0
247,2011,1,11,6,18,-20,-5,1022,NW,13.86,0,0
248,2011,1,11,7,13,-20,-5,1022,NW,19.67,0,0
249,2011,1,11,8,14,-20,-6,1023,NW,25.48,0,0
250,2011,1,11,9,15,-20,-4,1024,NW,33.53,0,0
251,2011,1,11,10,18,-20,-3,1025,NW,41.58,0,0
252,2011,1,11,11,21,-20,-3,1025,NW,49.63,0,0
253,2011,1,11,12,21,-20,-2,1024,NW,56.78,0,0
254,2011,1,11,13,16,-21,-1,1023,NW,64.83,0,0
255,2011,1,11,14,8,-20,-1,1023,NW,71.98,0,0
256,2011,1,11,15,18,-20,-1,1022,NW,80.92,0,0
257,2011,1,11,16,12,-20,-1,1023,NW,88.97,0,0
258,2011,1,11,17,13,-22,-2,1023,NW,94.78,0,0
259,2011,1,11,18,19,-22,-3,1024,NW,99.7,0,0
260,2011,1,11,19,21,-23,-3,1024,NW,106.85,0,0
261,2011,1,11,20,20,-23,-5,1025,cv,0.89,0,0
262,2011,1,11,21,22,-23,-6,1025,NW,4.02,0,0
263,2011,1,11,22,37,-23,-7,1025,cv,0.89,0,0
264,2011,1,11,23,54,-23,-8,1025,cv,1.78,0,0
265,2011,1,12,0,45,-22,-6,1025,NW,1.79,0,0
266,2011,1,12,1,24,-21,-8,1025,NW,3.58,0,0
267,2011,1,12,2,35,-22,-9,1025,NW,5.37,0,0
268,2011,1,12,3,30,-20,-11,1025,cv,0.89,0,0
269,2011,1,12,4,34,-21,-10,1025,NW,3.13,0,0
270,2011,1,12,5,37,-21,-9,1025,NW,4.92,0,0
271,2011,1,12,6,49,-22,-13,1025,NW,8.05,0,0
272,2011,1,12,7,62,-21,-13,1025,NW,8.94,0,0
273,2011,1,12,8,59,-20,-13,1026,SE,0.89,0,0
274,2011,1,12,9,74,-19,-9,1026,NW,1.79,0,0
275,2011,1,12,10,61,-19,-6,1026,NW,3.58,0,0
276,2011,1,12,11,86,-20,-4,1026,NW,5.37,0,0
277,2011,1,12,12,71,-20,-1,1024,cv,0.89,0,0
278,2011,1,12,13,56,-19,0,1023,cv,1.78,0,0
279,2011,1,12,14,79,-21,0,1022,SE,4.02,0,0
280,2011,1,12,15,81,-22,1,1022,SE,7.15,0,0
281,2011,1,12,16,89,-20,0,1022,SE,10.28,0,0
282,2011,1,12,17,45,-20,-3,1022,SE,12.07,0,0
283,2011,1,12,18,55,-20,-3,1022,SE,15.2,0,0
284,2011,1,12,19,49,-18,-5,1022,SE,16.09,0,0
285,2011,1,12,20,66,-20,-6,1023,cv,0.89,0,0
286,2011,1,12,21,96,-19,-8,1023,SE,0.89,0,0
287,2011,1,12,22,100,-18,-8,1023,cv,0.89,0,0
288,2011,1,12,23,124,-19,-9,1023,cv,1.78,0,0
289,2011,1,13,0,144,-19,-10,1022,SE,0.89,0,0
290,2011,1,13,1,252,-20,-8,1022,NE,1.79,0,0
291,2011,1,13,2,244,-20,-11,1022,NW,1.79,0,0
292,2011,1,13,3,204,-19,-12,1022,NW,4.92,0,0
293,2011,1,13,4,166,-18,-11,1022,NW,6.71,0,0
294,2011,1,13,5,138,-18,-11,1021,NW,7.6,0,0
295,2011,1,13,6,149,-19,-10,1022,NW,9.39,0,0
296,2011,1,13,7,139,-19,-13,1022,NW,12.52,0,0
297,2011,1,13,8,168,-18,-9,1023,cv,0.89,0,0
298,2011,1,13,9,165,-17,-7,1023,NW,1.79,0,0
299,2011,1,13,10,123,-16,-3,1023,cv,0.89,0,0
300,2011,1,13,11,125,-17,-2,1023,cv,1.78,0,0
301,2011,1,13,12,111,-19,0,1021,cv,2.67,0,0
302,2011,1,13,13,79,-21,3,1020,NW,5.81,0,0
303,2011,1,13,14,51,-21,3,1020,NW,15.64,0,0
304,2011,1,13,15,69,-21,3,1020,NW,24.58,0,0
305,2011,1,13,16,75,-21,3,1021,NW,31.73,0,0
306,2011,1,13,17,60,-19,2,1022,SE,4.02,0,0
307,2011,1,13,18,62,-19,1,1022,NW,4.02,0,0
308,2011,1,13,19,74,-18,-2,1023,NW,5.81,0,0
309,2011,1,13,20,95,-18,-1,1024,cv,0.89,0,0
310,2011,1,13,21,120,-18,-7,1025,NW,4.02,0,0
311,2011,1,13,22,125,-17,-5,1025,SE,1.79,0,0
312,2011,1,13,23,95,-18,-2,1026,NW,3.13,0,0
313,2011,1,14,0,27,-17,-2,1027,NW,8.05,0,0
314,2011,1,14,1,25,-18,-3,1028,NW,13.86,0,0
315,2011,1,14,2,25,-17,-3,1028,NW,22.8,0,0
316,2011,1,14,3,18,-18,-4,1029,NW,29.95,0,0
317,2011,1,14,4,12,-19,-5,1030,NW,38,0,0
318,2011,1,14,5,17,-19,-6,1031,NW,45.15,0,0
319,2011,1,14,6,14,-19,-6,1032,NW,50.96,0,0
320,2011,1,14,7,15,-20,-8,1033,NW,56.77,0,0
321,2011,1,14,8,16,-20,-7,1034,NW,63.92,0,0
322,2011,1,14,9,19,-20,-6,1035,NW,68.84,0,0
323,2011,1,14,10,20,-20,-4,1035,NW,73.76,0,0
324,2011,1,14,11,21,-20,-3,1035,NW,81.81,0,0
325,2011,1,14,12,20,-20,-2,1034,NW,88.96,0,0
326,2011,1,14,13,14,-20,-2,1033,NW,94.77,0,0
327,2011,1,14,14,18,-20,-2,1032,NW,98.79,0,0
328,2011,1,14,15,20,-21,-1,1032,NW,105.94,0,0
329,2011,1,14,16,13,-22,-1,1032,NW,114.88,0,0
330,2011,1,14,17,16,-24,-2,1033,NW,122.03,0,0
331,2011,1,14,18,21,-23,-4,1035,NW,129.18,0,0
332,2011,1,14,19,20,-24,-5,1037,NW,138.12,0,0
333,2011,1,14,20,13,-25,-7,1038,NW,149.3,0,0
334,2011,1,14,21,13,-25,-8,1039,NW,158.24,0,0
335,2011,1,14,22,13,-26,-9,1040,NW,167.18,0,0
336,2011,1,14,23,12,-26,-9,1040,NW,174.33,0,0
337,2011,1,15,0,11,-25,-9,1040,NW,182.38,0,0
338,2011,1,15,1,12,-26,-10,1041,NW,190.43,0,0
339,2011,1,15,2,15,-27,-10,1041,NW,203.39,0,0
340,2011,1,15,3,12,-27,-10,1041,NW,214.57,0,0
341,2011,1,15,4,12,-27,-11,1041,NW,224.4,0,0
342,2011,1,15,5,9,-27,-11,1040,NW,233.34,0,0
343,2011,1,15,6,10,-27,-11,1041,NW,240.49,0,0
344,2011,1,15,7,11,-27,-11,1041,NW,248.54,0,0
345,2011,1,15,8,11,-27,-10,1042,NW,256.59,0,0
346,2011,1,15,9,18,-26,-9,1042,NW,263.74,0,0
347,2011,1,15,10,22,-26,-8,1042,NW,271.79,0,0
348,2011,1,15,11,10,-26,-7,1041,NW,279.84,0,0
349,2011,1,15,12,12,-25,-6,1040,NW,287.89,0,0
350,2011,1,15,13,17,-24,-5,1039,NW,296.83,0,0
351,2011,1,15,14,17,-25,-4,1038,NW,306.66,0,0
352,2011,1,15,15,17,-24,-4,1038,NW,314.71,0,0
353,2011,1,15,16,14,-23,-4,1037,NW,322.76,0,0
354,2011,1,15,17,15,-23,-4,1037,NW,329.91,0,0
355,2011,1,15,18,15,-23,-5,1038,NW,335.72,0,0
356,2011,1,15,19,21,-23,-8,1038,NW,338.85,0,0
357,2011,1,15,20,27,-23,-8,1038,cv,0.89,0,0
358,2011,1,15,21,17,-25,-8,1038,SE,1.79,0,0
359,2011,1,15,22,29,-25,-10,1038,NE,3.13,0,0
360,2011,1,15,23,33,-25,-10,1038,NW,3.13,0,0
361,2011,1,16,0,29,-24,-12,1038,NW,6.26,0,0
362,2011,1,16,1,24,-24,-10,1037,NW,9.39,0,0
363,2011,1,16,2,16,-24,-11,1038,NE,1.79,0,0
364,2011,1,16,3,14,-24,-12,1038,NW,3.13,0,0
365,2011,1,16,4,13,-24,-11,1037,cv,0.89,0,0
366,2011,1,16,5,13,-24,-12,1037,NE,1.79,0,0
367,2011,1,16,6,13,-24,-11,1037,NW,0.89,0,0
368,2011,1,16,7,19,-24,-13,1037,NW,2.68,0,0
369,2011,1,16,8,11,-24,-12,1038,NW,4.47,0,0
370,2011,1,16,9,17,-23,-9,1038,NW,7.6,0,0
371,2011,1,16,10,26,-22,-7,1039,NE,4.02,0,0
372,2011,1,16,11,25,-22,-5,1038,NW,4.02,0,0
373,2011,1,16,12,31,-21,-4,1037,NW,5.81,0,0
374,2011,1,16,13,37,-21,-3,1035,cv,0.89,0,0
375,2011,1,16,14,30,-21,-3,1035,NW,1.79,0,0
376,2011,1,16,15,40,-21,-2,1034,cv,1.79,0,0
377,2011,1,16,16,39,-20,-3,1034,NW,1.79,0,0
378,2011,1,16,17,56,-20,-5,1035,SE,1.79,0,0
379,2011,1,16,18,60,-19,-5,1035,SE,2.68,0,0
380,2011,1,16,19,72,-20,-7,1036,cv,0.89,0,0
381,2011,1,16,20,61,-19,-9,1036,cv,1.78,0,0
382,2011,1,16,21,70,-18,-8,1036,cv,2.23,0,0
383,2011,1,16,22,73,-19,-9,1036,NW,0.89,0,0
384,2011,1,16,23,77,-20,-12,1036,NW,4.02,0,0
385,2011,1,17,0,107,-20,-11,1036,NW,5.81,0,0
386,2011,1,17,1,130,-21,-10,1036,NW,8.94,0,0
387,2011,1,17,2,128,-22,-10,1036,NW,12.96,0,0
388,2011,1,17,3,50,-22,-11,1036,NW,16.98,0,0
389,2011,1,17,4,41,-22,-12,1036,NW,21,0,0
390,2011,1,17,5,40,-22,-12,1036,NW,24.13,0,0
391,2011,1,17,6,34,-22,-11,1036,NW,27.26,0,0
392,2011,1,17,7,37,-22,-12,1037,NW,30.39,0,0
393,2011,1,17,8,30,-21,-11,1037,NW,33.52,0,0
394,2011,1,17,9,36,-21,-8,1037,NW,37.54,0,0
395,2011,1,17,10,27,-20,-6,1037,NW,41.56,0,0
396,2011,1,17,11,26,-20,-4,1037,NW,48.71,0,0
397,2011,1,17,12,18,-20,-3,1035,NW,56.76,0,0
398,2011,1,17,13,20,-20,-3,1034,NW,63.91,0,0
399,2011,1,17,14,23,-20,-2,1033,NW,72.85,0,0
400,2011,1,17,15,14,-20,-2,1033,NW,80.9,0,0
401,2011,1,17,16,18,-20,-3,1033,NW,88.95,0,0
402,2011,1,17,17,17,-20,-3,1033,NW,96.1,0,0
403,2011,1,17,18,20,-20,-4,1033,NW,104.15,0,0
404,2011,1,17,19,17,-20,-4,1034,NW,111.3,0,0
405,2011,1,17,20,26,-21,-5,1034,NW,116.22,0,0
406,2011,1,17,21,24,-22,-7,1034,NW,120.24,0,0
407,2011,1,17,22,16,-21,-7,1035,NW,126.05,0,0
408,2011,1,17,23,10,-21,-8,1035,NW,130.97,0,0
409,2011,1,18,0,12,-22,-10,1035,NE,1.79,0,0
410,2011,1,18,1,12,-22,-10,1035,NW,4.02,0,0
411,2011,1,18,2,12,-23,-10,1035,NE,4.02,0,0
412,2011,1,18,3,13,-23,-10,1035,NW,4.02,0,0
413,2011,1,18,4,13,-23,-12,1035,NW,8.94,0,0
414,2011,1,18,5,16,-23,-12,1035,NW,13.86,0,0
415,2011,1,18,6,18,-23,-14,1035,NW,16.99,0,0
416,2011,1,18,7,17,-23,-13,1035,NW,21.01,0,0
417,2011,1,18,8,24,-23,-13,1035,NW,24.14,0,0
418,2011,1,18,9,31,-23,-10,1035,NW,28.16,0,0
419,2011,1,18,10,31,-22,-8,1035,NW,31.29,0,0
420,2011,1,18,11,30,-22,-6,1035,NW,34.42,0,0
